avg_monthly_hrs,filed_complaint,last_evaluation,n_projects,recently_promoted,satisfaction,status,tenure,last_evaluation_missing,underperformer,unhappy,overachiever,department_IT,department_Missing,department_admin,department_engineering,department_finance,department_management,department_marketing,department_procurement,department_product,department_sales,department_support,salary_high,salary_low,salary_medium
170,0.0,0.713583205996,3,0.0,0.692404225512,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
235,0.0,0.8202605988989999,4,0.0,0.952426135977,1,5.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
143,0.0,0.498009359083,2,0.0,0.47663289190499997,1,3.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
215,1.0,0.514865649355,2,0.0,0.7245835633840001,0,2.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
138,0.0,0.5102598577040001,4,0.0,0.579113915916,0,2.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
214,1.0,0.601901474296,3,0.0,0.5640013647959999,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
218,0.0,0.8649027116060001,3,0.0,0.773547187139,0,3.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
268,0.0,0.644600916091,4,0.0,0.97021706115,0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
197,0.0,0.7503047121430001,4,1.0,0.820120798812,0,3.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
235,0.0,0.615057195258,4,0.0,0.931494275209,0,3.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
172,0.0,0.6808502333290001,2,0.0,0.7448662244490001,0,3.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
236,0.0,0.8922268504530001,5,0.0,0.8697526516949999,1,5.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
120,0.0,0.712966210695,5,0.0,0.270888327293,0,4.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
248,0.0,0.90968327874,5,0.0,0.895783467692,0,3.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
235,0.0,0.735703698452,5,0.0,0.9058123045469999,0,4.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
186,0.0,0.545910374667,3,0.0,0.8449529399779999,0,4.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
263,0.0,0.746877122155,4,0.0,0.840031655812,0,3.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
293,0.0,0.8545788325270001,6,0.0,0.054549066496699994,1,5.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
161,0.0,0.576245902387,3,0.0,0.9211209367919999,0,3.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
168,0.0,0.787616855555,4,0.0,0.687372659611,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
138,1.0,0.8408694502680001,5,0.0,0.8674825817039999,0,3.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
216,0.0,0.9317649424519999,4,0.0,0.7175499642550001,0,3.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
180,0.0,0.708074648738,2,0.0,0.51158564696,0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
196,0.0,0.44955223335100003,4,1.0,0.39248474696900004,0,3.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
174,0.0,0.786302801625,3,0.0,0.679622709286,0,3.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
250,0.0,0.9130805181370001,5,0.0,0.17288884707600002,1,4.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
174,0.0,0.657919645767,3,0.0,0.605859245382,0,3.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
151,0.0,0.694830626462,3,0.0,0.5386375984699999,0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
186,1.0,0.8992143411660001,3,0.0,0.697418060609,0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
266,0.0,1.0,4,0.0,0.896180260509,1,6.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
191,1.0,0.8681992134729999,3,0.0,0.730500870615,0,3.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
155,0.0,0.52951180032,2,0.0,0.44106148763400005,1,3.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
162,0.0,0.573179733943,4,0.0,0.8557646402879999,0,2.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
182,1.0,0.801183263435,3,0.0,0.7555638986390001,0,2.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
251,1.0,0.7530476747310001,3,0.0,0.9429014659880001,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
180,0.0,0.666976096867,5,0.0,0.792519876496,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
247,0.0,0.770438913269,6,0.0,0.103551599329,1,4.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
236,0.0,0.900680622586,5,0.0,0.858249717222,1,5.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
232,0.0,0.460647268279,2,0.0,0.496786431207,0,4.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
210,0.0,0.9220847377,5,0.0,0.951152106567,0,3.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
257,0.0,1.0,5,0.0,0.886460715339,1,5.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
127,0.0,0.585883327641,2,0.0,0.44271924103699994,1,3.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
278,0.0,0.927987850271,6,0.0,0.142024224808,1,4.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
263,0.0,0.802789610363,4,0.0,0.8062717530660001,0,4.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
188,0.0,0.0,2,0.0,0.31742396306299997,0,3.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
162,0.0,0.497422418607,5,0.0,0.212045622138,0,6.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
255,0.0,0.553301819424,4,0.0,0.930411845511,0,2.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
192,0.0,0.778695483864,4,0.0,0.6882765974189999,0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
127,0.0,0.515899290974,2,0.0,0.505317558357,1,3.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
227,0.0,0.830078332362,5,0.0,0.780955505603,1,5.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
154,0.0,0.621346861582,6,0.0,0.210454123184,0,5.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
250,0.0,0.898527392692,5,0.0,0.157041868349,1,4.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
157,1.0,0.8311294974339999,6,0.0,0.195079019056,0,6.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
215,0.0,0.784015781242,4,0.0,0.561133223916,0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
283,0.0,0.881136723513,4,0.0,0.37523736395,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
250,0.0,0.862768736972,4,0.0,0.7894602460019999,0,3.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
221,0.0,1.0,4,0.0,0.546973596592,0,3.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
206,0.0,0.775583600654,6,0.0,0.19998544918299999,0,6.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
178,0.0,0.517791054881,3,0.0,0.5888240407399999,0,5.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
208,0.0,0.9436618332690001,3,0.0,0.896218202509,0,2.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
165,1.0,0.703128548978,4,0.0,0.512089771185,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
269,0.0,0.508235905927,3,0.0,0.46354039355099996,0,4.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
269,1.0,0.815914334077,3,0.0,0.868085068655,0,3.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
181,1.0,0.7142121230390001,5,0.0,0.766805986348,0,3.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
143,1.0,0.45881312349799996,6,0.0,0.214018720768,0,5.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
173,0.0,0.891211899053,4,0.0,0.612545014103,0,3.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
249,0.0,0.84730114171,4,0.0,0.909058964381,1,6.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
140,0.0,0.46299937949299996,2,0.0,0.35144817087200003,1,3.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
247,0.0,0.9522701325570001,3,0.0,0.590292836137,0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
177,0.0,0.658992314629,2,0.0,0.298504503117,0,5.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
290,0.0,0.856037913112,6,0.0,0.08555323616,1,4.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
223,0.0,0.9405822789380001,3,0.0,0.496015347336,0,10.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
258,0.0,0.637542721139,3,0.0,0.606506541945,0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
290,0.0,0.808024544326,6,0.0,0.0591970243123,1,4.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
184,0.0,0.0,4,0.0,0.33712370331,0,3.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
107,0.0,0.720385595325,2,0.0,0.6563088038270001,0,3.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
260,0.0,1.0,5,0.0,0.808455442942,1,5.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
242,0.0,0.0,3,0.0,0.8908082444750001,0,3.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
270,1.0,0.593713253722,3,0.0,0.506740730126,0,3.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
201,0.0,0.737039235851,4,0.0,0.947311183514,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
196,0.0,0.7497957344889999,3,0.0,0.8908637480670001,0,3.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
207,0.0,1.0,4,0.0,0.5422655990240001,0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
189,0.0,0.811926210494,4,0.0,0.7981792679709999,0,2.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
169,1.0,0.41819205991499997,5,0.0,0.7946341758859999,0,3.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
306,0.0,0.8303333254369999,6,0.0,0.0674798991089,1,4.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
174,0.0,0.914881093391,3,0.0,1.0,0,3.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
244,0.0,1.0,6,0.0,0.271732979511,0,3.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
231,1.0,0.48139655870700004,4,0.0,0.778731407579,0,3.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
191,0.0,0.7447511718690001,4,0.0,0.610375465921,0,3.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
184,0.0,0.994088163399,5,0.0,0.673977684249,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
239,0.0,0.0,3,0.0,0.7335127961910001,0,2.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
197,0.0,0.711363494963,4,1.0,0.904250334372,0,3.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
269,1.0,0.714209567052,3,0.0,0.594907774642,0,3.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
264,0.0,0.839806410369,6,0.0,0.17551888099,0,3.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
138,0.0,0.0,3,0.0,0.698515974794,0,3.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
257,0.0,0.953476460352,3,0.0,0.8383770095649999,0,2.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
192,0.0,0.54236574335,3,0.0,0.7176207127330001,0,3.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
131,0.0,0.562257446579,2,0.0,0.413785103953,1,3.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
112,0.0,0.959720380466,2,0.0,1.0,0,5.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
142,0.0,0.520610344465,2,0.0,0.43751409939900004,1,3.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
162,1.0,0.509360788312,4,0.0,0.885543140906,0,3.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
266,0.0,0.500708997959,4,0.0,0.76632582634,0,2.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
166,0.0,0.589106780699,3,0.0,0.946223393664,0,4.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
150,0.0,0.473985624226,2,0.0,0.37268789832599997,1,3.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
116,0.0,0.536652825913,4,0.0,0.132209410049,0,3.0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
264,0.0,0.7094495686489999,4,0.0,0.580936787609,0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
238,0.0,0.0,3,0.0,0.7587726323559999,0,2.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
141,0.0,0.0,2,0.0,0.40260777577600004,1,3.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
127,0.0,0.505487176826,2,0.0,0.338849170305,1,3.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
277,0.0,0.39577734944799997,2,0.0,0.606682987253,0,2.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
269,0.0,0.640853466437,3,0.0,0.512796120545,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
145,1.0,0.7551594699420001,3,0.0,0.527470249656,0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
210,0.0,0.731484318206,3,0.0,0.7762012611839999,0,3.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
151,0.0,0.0,2,0.0,0.40251744342900003,1,3.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
215,0.0,0.531577631406,4,0.0,0.647889141536,0,4.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
217,0.0,0.503873672878,4,0.0,0.849266407417,0,8.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
137,0.0,0.526296043284,2,0.0,0.455516652853,1,3.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
143,1.0,0.596518806675,3,0.0,0.8703857817380001,0,3.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
146,0.0,0.43414923212800005,2,0.0,0.397811535681,1,3.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
242,0.0,0.6893072658949999,5,0.0,0.720116739358,0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
235,0.0,1.0,3,0.0,1.0,0,3.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
266,1.0,0.857332827242,6,0.0,0.107393848232,1,4.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
229,0.0,0.51806162191,4,0.0,0.343783209613,0,6.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
274,0.0,0.396214125897,4,0.0,0.6217022187960001,0,3.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
230,0.0,0.6857823431550001,3,0.0,0.692126713632,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
213,0.0,0.800719652112,3,0.0,0.653884015664,0,4.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
212,1.0,0.655339446337,4,0.0,0.278434412622,0,4.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
171,0.0,0.7451506864890001,3,0.0,0.8970249862999999,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
254,0.0,0.9364665786599999,7,0.0,0.09775871232370001,1,4.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
268,0.0,0.584561288515,5,0.0,0.09321050424080002,0,3.0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
158,0.0,0.981438389687,3,0.0,0.8930036379180001,1,5.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
297,0.0,0.932944629171,6,0.0,0.116131322872,1,5.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
126,0.0,0.515996538259,2,0.0,0.374898525346,1,3.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
130,0.0,0.9699474802320001,6,0.0,0.8668185016329999,0,5.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
157,0.0,0.792626551213,4,0.0,0.717647398426,0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
140,0.0,0.0,3,0.0,0.775763779167,0,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
161,0.0,0.580569607248,2,0.0,0.431056452306,1,3.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
154,0.0,0.889985216207,3,0.0,0.401073469459,1,4.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
166,0.0,0.0,3,0.0,0.667233293874,0,2.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
137,0.0,0.488947859348,2,0.0,0.378536211846,1,3.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
232,0.0,0.8792015295710001,3,0.0,0.537898708644,0,5.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
182,0.0,0.7209337327840001,4,0.0,0.66890190422,0,3.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
204,0.0,0.0,3,0.0,1.0,0,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
256,0.0,0.929747220329,5,0.0,0.730264012521,1,5.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
179,0.0,0.0,3,0.0,0.979911857781,0,2.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
133,0.0,0.5400280046989999,2,0.0,0.44579212253300005,1,3.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
252,0.0,0.984455818237,4,0.0,0.719800531895,1,5.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
208,1.0,0.8714109794310001,4,0.0,0.9409506202619999,0,2.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
170,0.0,0.834399815985,3,0.0,0.80061872936,0,3.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
268,0.0,0.794418098921,6,0.0,0.107563251356,1,4.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
187,1.0,0.9465884498360001,3,0.0,0.20892966978799998,0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
184,0.0,0.878825741019,5,0.0,0.7988673020379999,0,3.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
129,0.0,0.487182434043,2,0.0,0.39528788281800004,1,3.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
226,0.0,0.57475009974,3,0.0,0.855702400089,1,2.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
141,0.0,0.46086996687700005,2,0.0,0.405096780041,1,3.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
301,0.0,0.852677277292,6,0.0,0.11428504313200001,1,4.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
236,0.0,0.37806925239600003,3,0.0,0.173908942778,0,5.0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
251,0.0,0.84150744769,5,0.0,0.756090677358,1,5.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
207,0.0,0.94658738141,4,0.0,0.626585845868,0,3.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
101,0.0,0.421189012021,6,0.0,0.44300456746399997,0,5.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
155,0.0,0.0,3,0.0,0.40372868722099997,0,3.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
201,1.0,0.5227256165559999,3,0.0,0.464274454189,0,2.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
163,0.0,0.9868505673289999,2,0.0,0.508384664157,0,3.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
145,0.0,0.0,3,0.0,0.529782989319,0,3.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
169,0.0,0.655285735611,4,0.0,0.73726387169,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
133,1.0,0.389894314947,3,0.0,0.252500366117,0,6.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
168,0.0,0.565920690444,4,0.0,0.58276307133,0,8.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
252,0.0,0.9818911146829999,3,0.0,0.640929130569,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
149,0.0,0.0,4,0.0,0.7370116219399999,0,3.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
255,0.0,0.0,3,0.0,0.9101603658290001,0,3.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
151,0.0,0.500936604182,3,0.0,0.383963641123,0,2.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
160,0.0,0.5311339375990001,2,0.0,0.459343314476,1,3.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
192,0.0,1.0,4,0.0,0.198123350368,1,4.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
160,0.0,0.620540575077,5,0.0,0.43360370721,0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
156,1.0,0.474081803545,2,0.0,0.405101176308,1,3.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
258,0.0,0.874213295635,6,0.0,0.15567765824899998,1,4.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
185,1.0,0.659239520361,3,0.0,0.401693453748,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
131,1.0,0.514031446722,3,0.0,0.6357794903549999,0,3.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
244,1.0,0.8441516095300001,3,0.0,0.907708518459,0,3.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
118,0.0,0.766831826324,3,0.0,0.382181790075,0,4.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
188,0.0,0.861877023664,3,0.0,0.538683945491,0,6.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
132,1.0,0.555606045306,3,0.0,0.508403933865,0,3.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
266,0.0,0.557334048035,3,0.0,0.8852940712240001,0,3.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
158,0.0,0.41299020428000005,3,0.0,0.603099980313,0,3.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
147,0.0,0.5198162788449999,3,0.0,0.501386583813,0,4.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
195,0.0,1.0,4,0.0,0.631003928865,0,3.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
250,0.0,0.562763166873,4,0.0,0.683895935874,0,2.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
244,0.0,0.608864505555,3,0.0,0.947684221166,0,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
176,0.0,0.45453332200400004,3,0.0,0.586044635908,0,3.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
159,0.0,0.507083790051,3,0.0,0.848569659173,0,3.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
179,0.0,0.465735622671,4,0.0,0.6174880166219999,0,3.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
218,0.0,0.471774943785,4,0.0,0.232378274397,0,4.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
225,1.0,0.786133100082,2,1.0,0.535689747817,0,7.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
141,0.0,0.462140773531,2,0.0,0.435336684067,1,3.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
258,0.0,0.635900184439,3,0.0,0.693379861136,0,3.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
134,0.0,0.446491735083,2,0.0,0.40711889240599997,1,3.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
198,0.0,0.478880547373,4,0.0,0.953008145013,0,7.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
238,0.0,1.0,4,0.0,0.8075843767380001,1,6.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
171,1.0,0.0,3,0.0,0.680609070164,0,3.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
167,0.0,0.535714864499,3,0.0,0.340013246281,0,2.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
156,0.0,0.548442853593,3,0.0,0.510432750859,0,3.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
